DepMap ID,KLF5 log2(TPM+1) Expression Public 22Q4,filter,Cell Line Name,Primary Disease, Custom cell line group,Lineage
ACH-000347,4.478971805,1,QGP1,Pancreatic Neuroendocrine Tumor,out group,Pancreas
ACH-001399,6.197904697,1,SW626,Colorectal Adenocarcinoma,in group,Bowel
ACH-001097,0.150559677,1,KARPAS384,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000127,3.228049048,1,SLR20,Bladder Urothelial Carcinoma,out group,Bladder/Urinary Tract
ACH-001961,5.211790976,1,GB2,Intracholecystic Papillary Neoplasm,out group,Biliary Tract
ACH-001796,3.969933275,1,95T1000,Liposarcoma,out group,Soft Tissue
ACH-000307,5.387500406,1,PK1,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-001030,1.367371066,1,CHLA218,Ewing Sarcoma,out group,Bone
ACH-000595,2.957914599,1,LN229,Diffuse Glioma,out group,CNS/Brain
ACH-001540,2.924099886,1,KMLS1,Liposarcoma,out group,Soft Tissue
ACH-000298,3.364572432,1,NCIH2029,Lung Neuroendocrine Tumor,out group,Lung
ACH-000771,5.711494907,1,BICR56,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000500,5.450881315,1,SNU46,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000353,6.423073879,1,TE15,Esophageal Squamous Cell Carcinoma,out group,Esophagus/Stomach
ACH-000363,1.056583528,1,SKMM2,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000350,6.408372204,1,COLO678,Colorectal Adenocarcinoma,in group,Bowel
ACH-000053,2.713695815,1,KARPAS299,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001543,4.37086174,1,KOSC2,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000246,1.50589093,1,SLR23,Renal Cell Carcinoma,out group,Kidney
ACH-000663,4.904965719,1,OVTOKO,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000346,0.23878686,1,JVM3,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000970,4.915042791,1,SNUC5,Colorectal Adenocarcinoma,in group,Bowel
ACH-001333,4.058316496,1,C33A,Cervical Squamous Cell Carcinoma,out group,Cervix
ACH-000794,6.560103513,1,BICR22,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000039,1.257010618,1,SKNMC,Ewing Sarcoma,out group,Bone
ACH-000471,4.151371776,1,LI7,Hepatocellular Carcinoma,out group,Liver
ACH-000850,1.063502942,1,HS698T,Non-Cancerous,out group,Fibroblast
ACH-000291,6.806968434,1,OV90,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-001453,7.119563684,1,BPH1,Non-Cancerous,out group,Prostate
ACH-001458,7.550285049,1,C75,Colorectal Adenocarcinoma,in group,Bowel
ACH-000886,3.722466024,1,NCIH2009,Non-Small Cell Lung Cancer,out group,Lung
ACH-000888,4.648465443,1,NCIH1793,Non-Small Cell Lung Cancer,out group,Lung
ACH-000659,2.462052319,1,SCLC21H,Lung Neuroendocrine Tumor,out group,Lung
ACH-000030,4.764473551,1,PC14,Non-Small Cell Lung Cancer,out group,Lung
ACH-001201,1.925999419,1,SUMB002,Embryonal Tumor,out group,CNS/Brain
ACH-000271,0.22650853,1,SUDHL10,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000549,5.802968651,1,SNU1076,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000555,3.699329526,1,A498,Renal Cell Carcinoma,out group,Kidney
ACH-000478,2.531069493,1,SNU387,Hepatocellular Carcinoma,out group,Liver
ACH-000775,5.696828465,1,NCIH727,Lung Neuroendocrine Tumor,out group,Lung
ACH-000038,0.555816155,1,EHEB,B-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-001109,0.042644337,1,KPMRTRY,Rhabdoid Cancer,out group,Kidney
ACH-001442,5.963705307,1,A388,Cutaneous Squamous Cell Carcinoma,out group,Skin
ACH-000559,4.785550552,1,NCIH1836,Lung Neuroendocrine Tumor,out group,Lung
ACH-000510,2.691534165,1,NCIH1299,Non-Small Cell Lung Cancer,out group,Lung
ACH-002065,1.859969548,1,HSPSS,Nerve Sheath Tumor,out group,Peripheral Nervous System
ACH-000676,1.516015147,1,LN464,Diffuse Glioma,out group,CNS/Brain
ACH-002659,7.587590019,1,JVE127,Colorectal Adenocarcinoma,in group,Bowel
ACH-000844,2.851998837,1,DMS454,Lung Neuroendocrine Tumor,out group,Lung
ACH-000925,7.839833648,1,DV90,Non-Small Cell Lung Cancer,out group,Lung
ACH-002465,3.59454855,1,RPE1SS119,Non-Cancerous,out group,Eye
ACH-000272,1.23878686,1,SLR24,Renal Cell Carcinoma,out group,Kidney
ACH-001035,1.23878686,1,CHLA99,Ewing Sarcoma,out group,Bone
ACH-000513,1.757023247,1,SNU1272,Renal Cell Carcinoma,out group,Kidney
ACH-001059,0.565597176,1,DL,Embryonal Tumor,out group,CNS/Brain
ACH-000959,7.107792469,1,SNUC4,Colorectal Adenocarcinoma,in group,Bowel
ACH-000169,3.077242999,1,RD,Rhabdomyosarcoma,out group,Soft Tissue
ACH-001402,5.032541697,1,SW756,Cervical Squamous Cell Carcinoma,out group,Cervix
ACH-000796,6.064149939,1,MCAS,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000143,6.795715007,1,HCC2429,Non-Small Cell Lung Cancer,out group,Lung
ACH-000067,2.587364991,1,HS683,Diffuse Glioma,out group,CNS/Brain
ACH-000640,3.243364426,1,SKMEL31,Melanoma,out group,Skin
ACH-001674,0.807354922,1,TGW,Neuroblastoma,out group,Peripheral Nervous System
ACH-001698,5.98436149,1,UPCISCC116,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-002002,3.815575429,1,A375SKINCJ2,Melanoma,out group,Skin
ACH-002011,2.40053793,1,MP46,Ocular Melanoma,out group,Eye
ACH-000967,7.16158541,1,SNUC2A,Colorectal Adenocarcinoma,in group,Bowel
ACH-000469,3.039138394,1,YH13,Diffuse Glioma,out group,CNS/Brain
ACH-001353,6.668743189,1,JOPACA1,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-001574,0.35614381,1,MOLM14,Acute Myeloid Leukemia,out group,Myeloid
ACH-000097,2.526068812,1,ZR751,Invasive Breast Carcinoma,out group,Breast
ACH-000256,4.715344295,1,COV318,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000977,1.028569152,1,LNCAPCLONEFGC,Prostate Adenocarcinoma,out group,Prostate
ACH-000972,1.86393845,1,HEC151,Endometrial Carcinoma,out group,Uterus
ACH-001367,1.263034406,1,NMB,Neuroblastoma,out group,Peripheral Nervous System
ACH-000382,0.739848103,1,CORL24,Lung Neuroendocrine Tumor,out group,Lung
ACH-000579,1.510961919,1,UACC257,Melanoma,out group,Skin
ACH-001532,0.201633861,1,JMURTK2,Rhabdoid Cancer,out group,Kidney
ACH-000695,5.595742339,1,CORL47,Lung Neuroendocrine Tumor,out group,Lung
ACH-001795,4.280213996,1,94T778,Liposarcoma,out group,Soft Tissue
ACH-001510,2.965322548,1,H376,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000502,6.360539862,1,TCCPAN2,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-000183,1.007195501,1,L363,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000408,5.662490364,1,TE5,Esophageal Squamous Cell Carcinoma,out group,Esophagus/Stomach
ACH-001496,7.154210531,1,ESO26,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-000788,3.731183242,1,A2058,Melanoma,out group,Skin
ACH-001622,2.117695043,1,ONDA7,Diffuse Glioma,out group,CNS/Brain
ACH-000466,6.042863176,1,SNU216,Esophagogastric Adenocarcinoma,out group,Esophagus/Stomach
ACH-001560,2.646162657,1,MERO83,Pleural Mesothelioma,out group,Pleura
ACH-000005,1.111031312,1,HEL9217,Acute Myeloid Leukemia,out group,Myeloid
ACH-001687,1.510961919,1,UMRC3,Renal Cell Carcinoma,out group,Kidney
ACH-001151,5.286141873,1,OVCAR5,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000701,6.053111336,1,RMUGS,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000542,3.493134922,1,HEYA8,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000126,0.613531653,1,KG1C,Diffuse Glioma,out group,CNS/Brain
ACH-001685,0.622930351,1,UHO1,Hodgkin Lymphoma,out group,Lymphoid
ACH-000933,6.157650097,1,SNU324,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-000068,0.815575429,1,REC1,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000015,0.201633861,1,NCIH1581,Non-Small Cell Lung Cancer,out group,Lung
ACH-001111,1.925999419,1,L82,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000487,1.097610797,1,F36P,Myelodysplastic Syndromes,out group,Myeloid
ACH-000122,1.35614381,1,SUPT11,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000288,3.639232163,1,BT549,Invasive Breast Carcinoma,out group,Breast
ACH-001820,4.699884729,1,COLO824,"Breast Neoplasm, NOS",out group,Breast
ACH-000782,0.895302621,1,SEM,B-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-001632,4.842978832,1,PEO4,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000357,0.432959407,1,JEKO1,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000079,1.843983844,1,TE125T,Non-Cancerous,out group,Fibroblast
ACH-001031,0.485426827,1,CHLA266,Embryonal Tumor,out group,CNS/Brain
ACH-001048,6.701271802,1,COV504,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000453,0.137503524,1,MOLP2,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-000791,5.817367438,1,RERFLCAD1,Non-Small Cell Lung Cancer,out group,Lung
ACH-000567,1.63691458,1,ST486,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001391,3.666756592,1,SUM159PT,Invasive Breast Carcinoma,out group,Breast
ACH-001075,5.540709263,1,NCIH292,Non-Small Cell Lung Cancer,out group,Lung
ACH-000105,1.82374936,1,ALLSIL,T-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-000557,0.839959587,1,AML193,Acute Myeloid Leukemia,out group,Myeloid
ACH-000175,4.506525779,1,TE159T,Non-Cancerous,out group,Fibroblast
ACH-001356,3.240314329,1,MB1,Anaplastic Thyroid Cancer,out group,Thyroid
ACH-001844,6.21159632,1,ICC4,Intraductal Papillary Neoplasm of the Bile Duct,out group,Biliary Tract
ACH-001346,6.044394119,1,H103,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000885,4.622930351,1,TOV21G,Ovarian Epithelial Tumor,out group,Ovary/Fallopian Tube
ACH-000900,2.763411574,1,NCIH23,Non-Small Cell Lung Cancer,out group,Lung
ACH-000666,5.672708196,1,NCIH1355,Non-Small Cell Lung Cancer,out group,Lung
ACH-000217,4.232660757,1,JHH6,Hepatocellular Carcinoma,out group,Liver
ACH-000872,5.442611804,1,HCC515,Non-Small Cell Lung Cancer,out group,Lung
ACH-001638,1.137503524,1,RCK8,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001228,7.05039286,1,UPCISCC152,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000181,6.727784345,1,SCC9,Head and Neck Squamous Cell Carcinoma,out group,Head and Neck
ACH-000115,1.541019153,1,VCAP,Prostate Adenocarcinoma,out group,Prostate
ACH-000130,0.23878686,1,NALM19,B-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-000121,5.761019265,1,NCIH2405,Non-Small Cell Lung Cancer,out group,Lung
ACH-001711,1.201633861,1,PFSK1,Embryonal Tumor,out group,CNS/Brain
ACH-000934,4.085764554,1,MDAMB361,Invasive Breast Carcinoma,out group,Breast
ACH-000996,4.710393192,1,HEC251,Endometrial Carcinoma,out group,Uterus
ACH-001529,4.759155834,1,JAR,Gestational Trophoblastic Disease,out group,Uterus
ACH-001743,4.496973581,1,RC2,Rhabdomyosarcoma,out group,Soft Tissue
ACH-000320,5.01658546,1,PSN1,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-000505,1.929790998,1,RKN,Leiomyosarcoma,out group,Soft Tissue
ACH-000781,5.430285273,1,NCIH2023,Non-Small Cell Lung Cancer,out group,Lung
ACH-000059,0.411426246,1,SUPB15,B-Lymphoblastic Leukemia/Lymphoma,out group,Lymphoid
ACH-000920,1.584962501,1,CMLT1,Myeloproliferative Neoplasms,out group,Myeloid
ACH-000294,0.622930351,1,NB4,Acute Myeloid Leukemia,out group,Myeloid
ACH-000422,1.937344392,1,SNU475,Hepatocellular Carcinoma,out group,Liver
ACH-000200,4.71259578,1,NMCG1,Diffuse Glioma,out group,CNS/Brain
ACH-000046,3.286881148,1,ACHN,Renal Cell Carcinoma,out group,Kidney
ACH-000968,0.847996907,1,COLO792,Melanoma,out group,Skin
ACH-000830,3.63691458,1,NCIH1436,Lung Neuroendocrine Tumor,out group,Lung
ACH-000114,5.597531174,1,SU8686,Pancreatic Adenocarcinoma,out group,Pancreas
ACH-000402,1.070389328,1,BL70,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-001578,1.014355293,1,NCCIT,Non-Seminomatous Germ Cell Tumor,out group,Testis
ACH-000036,0.622930351,1,U343,Diffuse Glioma,out group,CNS/Brain
ACH-000973,4.767125077,1,639V,Urethral Cancer,out group,Bladder/Urinary Tract
ACH-001128,0.150559677,1,MON,Embryonal Tumor,out group,CNS/Brain
ACH-000750,1.475084883,1,LOXIMVI,Melanoma,out group,Skin
ACH-000285,0.98550043,1,TOLEDO,Non-Hodgkin Lymphoma,out group,Lymphoid
ACH-002669,4.161887682,1,KP363T,Colorectal Adenocarcinoma,in group,Bowel
ACH-001858,4.200849575,1,SSP25,Intraductal Papillary Neoplasm of the Bile Duct,out group,Biliary Tract
ACH-001997,5.522306893,1,ECC2,Intraductal Papillary Neoplasm of the Bile Duct,out group,Biliary Tract
ACH-000052,2.301587647,1,A673,Ewing Sarcoma,out group,Bone
